01	00	北京
30	05	06	兴安
30	05	07	灵川
30	05	04	永福
30	05	05	临桂
30	05	08	全州
30	05	09	灌阳
30	05	12	平乐
30	05	14	资源
30	05	10	阳朔
30	08	贵港
30	08	02	桂平
30	08	03	平南
30	08	01	贵港
30	09	玉林
30	09	02	博白
30	09	03	北流
30	09	01	玉林
30	09	06	兴业
30	09	04	容县
30	09	05	陆川
30	12	河池
30	12	02	天峨
30	12	03	东兰
30	12	01	河池
30	12	06	罗城
30	12	07	宜州
30	12	04	巴马
30	12	05	环江
30	12	08	凤山
30	12	09	南丹
30	12	11	大化
30	12	10	都安
30	14	防城港
30	14	02	上思
30	14	03	东兴
30	14	01	防城港
30	14	05	防城
30	11	钦州
30	11	02	浦北
30	11	03	灵山
30	11	01	钦州
30	10	百色
30	10	02	那坡
30	10	03	田阳
30	10	01	百色
30	10	06	田东
30	10	07	平果
30	10	04	德保
30	10	05	靖西
30	10	08	隆林
30	10	09	西林
30	10	12	田林
30	10	11	凌云
30	10	10	乐业
31	01	海南
31	01	101310101	海口
31	01	101310221	乐东
31	01	101310220	南沙岛
31	01	101310222	五指山
31	01	101310210	屯昌
31	01	101310216	陵水
31	01	101310211	琼海
31	01	101310214	保亭
31	01	101310209	定安
31	01	101310208	琼中
31	01	101310212	文昌
31	01	101310215	万宁
31	01	101310203	临高
31	01	101310202	东方
31	01	101310201	三亚
31	01	101310217	西沙
31	01	101310207	白沙
31	01	101310206	昌江
31	01	101310205	儋州
31	01	101310204	澄迈
32	01	香港
32	01	02	九龙
32	01	03	新界
32	01	01	香港
33	01	澳门
33	01	02	氹仔岛
33	01	03	路环岛
33	01	01	澳门
34	02	高雄
34	02	02	嘉义
34	02	03	台南
34	02	01	高雄
34	02	04	台东
34	02	05	屏东
34	01	台北
34	01	02	桃园
34	01	03	新竹
34	01	01	台北
34	01	04	宜兰
34	04	台中
34	04	02	苗栗
34	04	03	彰化
34	04	01	台中
34	04	06	云林
34	04	04	南投
34	04	05	花莲
